"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator Data by Lower Layer Super Output Areas - Households With No Central Heating"
""

Filters:
Indicator: Population living in households with no central heating (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Powys 011G ","W01000486 ",4.1702867072,3.3613445378,3.5971223022,4.4444444444,4.2016806723,6.4935064935,4.2253521127,0,5,4.347826087,4.6153846154,7.0422535211,1.6666666667,1.2048192771,4.2857142857,4.8387096774,2.8985507246,8.1395348837,5.0847457627,6.1224489796,7.1428571429,0,0
"Powys 012A ","W01000438 ",3.3171521036,4.0268456376,4.2553191489,3.4690799397,2.8301886792,0,5.2631578947,5.7971014493,5.12820512820513,1.5625,4.1666666667,0,3.7037037037,0,4.4444444444,4.8192771084,5.376344086,3.2,2.2556390977,3.8095238095,4.0404040404,0,2.4390243902
"Powys 012B ","W01000451 ",3.0276046305,1.8957345972,3.162055336,3.4482758621,2.9197080292,1.9607843137,0,3.488372093,9.52380952380952,7.1428571429,4.6511627907,2.5,2,1.3333333333,1.1363636364,4.8192771084,3.3707865169,2.3255813953,0,1.6129032258,5.3571428571,8.3333333333,7.1428571429
"Powys 012C ","W01000472 ",2.0228671944,1.2121212121,0.9803921569,2.4539877301,1.5625,0,2,1.4084507042,0,0,0,3.8461538462,3.6363636364,5.6338028169,0,3.0769230769,2.4096385542,3.5087719298,2.1052631579,2.3255813953,0,0,3.8461538462
"Powys 012D ","W01000477 ",3.9175257732,2.1739130435,2.5089605735,4.1716328963,4.4041450777,2.0408163265,1.2658227848,2.9411764706,4.08163265306122,5,4.8780487805,2.1739130435,2.9850746269,5.6338028169,5.6074766355,3.7313432836,2.380952381,5.0724637681,3.164556962,5.4054054054,5.9701492537,0,9.0909090909
"Powys 012E ","W01000487 ",2.9485257371,3.6923076923,3.0690537084,2.8896672504,2.6217228464,3.3613445378,4.9382716049,3.2,0,0,1.2195121951,0,6.7415730337,4.5045045045,5.5944055944,0.7633587786,4.0268456376,3.821656051,4.1379310345,0.7936507937,4.0404040404,1.2048192771,2.4691358025
"Powys 013A ","W01000454 ",2.4013722127,0.641025641,0.4807692308,3.156384505,1.5974440895,2.0833333333,0,0,0,1.1235955056,5.1282051282,4.2553191489,7.5757575758,3.6585365854,1.2658227848,3.5087719298,2.6666666667,2.7777777778,0,5.1282051282,0,1.9607843137,0
"Powys 013B ","W01000455 ",0.9232264334,0,0,0.6369426752,2.9023746702,0,0,0,0,0.7407407407,0.8695652174,0,0,0,0,1.4184397163,2.8571428571,0.7299270073,2.1276595745,4.8192771084,1.4925373134,3.7037037037,2.9411764706
"Powys 013C ","W01000456 ",1.409159537,0,0.5434782609,2.0036429872,1.0291595197,0,0,0,3.2258064516129,0.7936507937,3.2967032967,1,0,1.7543859649,2.1428571429,0.8771929825,3.0303030303,3.7878787879,0.6756756757,0,2.6548672566,0.9259259259,1.3333333333
"Powys 014A ","W01000431 ",1.8796992481,0.6920415225,0.5524861878,1.8369690011,4.1176470588,0,1.0869565217,1.0101010101,0,6.9306930693,2.8301886792,2.2471910112,0,1.1494252874,1.9230769231,1.4285714286,0,0,2.0408163265,0,7.1428571429,7.1428571429,7.4074074074
"Powys 014B ","W01000432 ",1.1570247934,0.4651162791,0.3571428571,1.2893982808,1.3468013468,0,1.7857142857,0,0,1.9607843137,0,0,0,1.2658227848,3.8461538462,2.5316455696,2.9850746269,0,0,0,2.6315789474,0,5.1282051282
"Powys 014C ","W01000450 ",5.5066079295,0.8928571429,1.1152416357,6.2266500623,6.8656716418,0,2.8571428571,0,2.22222222222222,2.0833333333,2.8571428571,7.5471698113,4.1095890411,4,6.1946902655,7.4468085106,11.86440678,6.0402684564,3.0612244898,11.235955056,8.8235294118,2.6315789474,7.1428571429
"Powys 014D ","W01000459 ",2.581182348,1.8433179724,1.5564202335,2.538787024,3.2727272727,0,0,4.1666666667,0,2.2222222222,2.5641025641,0,3.3333333333,2.1739130435,5.5555555556,2.2988505747,2.8846153846,1.9047619048,1.9047619048,5.4545454545,1.8867924528,9.375,0
"Powys 014E ","W01000471 ",5.0948509485,6.5068493151,5.9490084986,5.035971223,4.3083900227,3.125,4.9382716049,10.434782609,3.27868852459016,5.8823529412,3.5294117647,1.2195121951,2.7027027027,2.7272727273,7.03125,6.106870229,5.5214723926,7.3863636364,4.7904191617,6.6666666667,4.6511627907,1.724137931,0
"Powys 015A ","W01000430 ",6.050955414,5.7416267943,6.2256809339,6.9241011984,4.0540540541,4.1666666667,3.4482758621,8.8607594937,8.33333333333333,3.0303030303,9.5238095238,3.8461538462,11.111111111,2.3255813953,8.9108910891,6.9444444444,5.8823529412,9.1836734694,2.2988505747,8.6956521739,2.9411764706,3.0303030303,2.5641025641
"Powys 015B ","W01000443 ",4.4697633655,3.6312849162,4.4496487119,4.9446494465,3.8664323374,5.8823529412,3.125,2.0979020979,8.69565217391304,6.3157894737,4.3956043956,6.6037735849,3.5398230088,2.7777777778,8.4507042254,6.7039106145,4.8648648649,1.2987012987,2.1164021164,1.4285714286,5.8252427184,4,11.290322581
"Powys 015C ","W01000445 ",3.6642238508,3.5856573705,2.9126213592,3.9657020364,2.8391167192,4.8780487805,3.1746031746,2.8301886792,0,3.488372093,6.7796610169,3.0769230769,4.4444444444,1.3333333333,1.7543859649,6.1538461538,5.3097345133,4.8951048951,3.6363636364,1.1904761905,3.1746031746,3.3333333333,3.3333333333
"Powys 015D ","W01000446 ",2.2321428571,0,0.7042253521,2.3182297155,3.4210526316,0,0,0,4.44444444444444,1.0204081633,1.6129032258,2.5,2.1739130435,0.9259259259,1.6129032258,1.0752688172,4.3859649123,3.7593984962,2.1276595745,3.6585365854,3.7037037037,4.1095890411,4
"Powys 015E ","W01000494 ",2.7876631079,0.9900990099,1.9390581717,3.0126336249,3.6723163842,0,1.0869565217,1.5151515152,6.89655172413793,2.5862068966,2.7027027027,5.4794520548,0,1.6806722689,2.1428571429,4.132231405,2.479338843,4.5454545455,5.4054054054,0,1.3888888889,2.3255813953,11.363636364
"Powys 017A ","W01000489 ",2.1512385919,2.5735294118,2.743902439,2.0639834881,2.04778157,1.8348623853,3.75,2.4096385542,3.57142857142857,3.0303030303,1.7699115044,1.8691588785,2.1978021978,4.9504950495,1.9801980198,1.0989010989,0,0.9174311927,2.4691358025,4.2857142857,2.2222222222,0,0
"Powys 017D ","W01000492 ",3.6222509702,1.2875536481,1.7605633803,3.7563451777,4.8780487805,1.4084507042,0,1.8867924528,3.92156862745098,4.8387096774,3.3898305085,0,1.5384615385,4.854368932,6.0344827586,5.7471264368,2.0408163265,4.1666666667,6.8965517241,6.4935064935,0,3.9215686275,5.2631578947
"Powys 017E ","W01000493 ",0.614334471,0,0,0.4705882353,1.6077170418,0,0,0,0,0,0,0,0,0.9708737864,0,0,1.2658227848,2.1052631579,1.5151515152,1.1627906977,3.8961038961,0,0
"Powys 017F ","W01001901 ",1.1398963731,1.7543859649,1.4423076923,0.9883198562,1.0526315789,2.3255813953,1.7094017094,1.4388489209,0,0,1.1627906977,0,3.2258064516,2.4390243902,0.8474576271,0,0,1.3513513514,1.7391304348,0,1.2345679012,0,2.3255813953
"Powys 017G ","W01001902 ",0.4249291785,0.296735905,0.2512562814,0.5617977528,0,0,0,0.7518796992,0,0,0,1.4084507042,0,0,0,0,2.0408163265,2.2471910112,0,0,0,0,0
"Powys 018E ","W01000465 ",0.8884501481,0,0,1.0084033613,1.1363636364,0,0,0,0,0,2.7027027027,0,0,0,0,1.6666666667,3.9603960396,0,3.6585365854,0,0,0,0
"Powys 018F ","W01001903 ",0.9737098345,1.3245033113,1.108033241,1.0770505385,0.5504587156,2.5316455696,1.0416666667,0.7874015748,0,3.5398230088,0,1.5384615385,1.0204081633,0,0.6802721088,0.7407407407,2.2099447514,0.4587155963,0.6024096386,0,0,0,2.5974025974
"Powys 018G ","W01001904 ",1.7574692443,0.9523809524,1.1204481793,1.2845849802,3.6842105263,0,0,2.1739130435,2.38095238095238,0,3.6363636364,0,0,1.4598540146,2.2388059701,1.5748031496,0.6711409396,1.3698630137,4.4117647059,3.2608695652,1.5384615385,8.3333333333,0
"Powys 018H ","W01001905 ",4.73201352,2.4024024024,2.4330900243,4.9114331723,5.8467741935,2.6315789474,3.488372093,1.7543859649,2.56410256410256,8.0459770115,9.0909090909,4.2253521127,4.5454545455,1.4598540146,8.2474226804,6.2068965517,3.9772727273,2.1164021164,7.4829931973,2.8169014085,10,7.1428571429,0
"Powys 020A ","W01000440 ",5.1890289103,5.2401746725,5.9649122807,4.5673076923,6.9444444444,5.2631578947,1.6393442623,7.2072072072,8.92857142857143,8.2191780822,2.1739130435,4.347826087,2.9411764706,5.8823529412,8.4615384615,1.9801980198,2.1978021978,0.8403361345,8.1818181818,7.0422535211,6.6666666667,5.5555555556,3.8461538462
"Powys 020B ","W01000474 ",4.0659988214,1.8518518519,2.4767801858,4.1705282669,5.4597701149,1.3157894737,1.1627906977,2.7777777778,5.66037735849057,1.0526315789,9.0909090909,6.25,3.5714285714,1.724137931,5.6338028169,1.2987012987,5.223880597,5.5944055944,5.737704918,3.3333333333,1.9607843137,6.5217391304,12.820512821
"Powys 020C ","W01000503 ",4.1425818882,1.875,1.9900497512,4.3806646526,5.0925925926,0,0,3.8461538462,2.4390243902439,1.7857142857,5.5555555556,2.9411764706,0,0,3.2967032967,3.2608695652,7.4074074074,9.6153846154,10.810810811,2,0,3.5714285714,4.1666666667
"Powys 020D ","W01001897 ",2.4377031419,0.6644518272,0.5633802817,2.7902790279,2.7649769585,0,0,1.6,0,6.3291139241,0,1.4084507042,2.1276595745,1.3071895425,4.9689440994,0.7575757576,4.8780487805,3.4090909091,0.7575757576,6.4814814815,4.8192771084,0,0
"Powys 021A ","W01000426 ",1.0533707865,0.4405286344,0.3636363636,1.0192525481,1.5923566879,0,1.4492753623,0,0,0,0,0,0,2.7027027027,0,0.9523809524,2.7272727273,2.0202020202,0,1.3157894737,3.0769230769,4.4444444444,0
"Powys 021B ","W01000496 ",0.4398826979,0,0,0.4803843074,0.641025641,0,0,0,0,0,0,0,0,0,0.5780346821,1.3793103448,0.625,1.1627906977,0,0.8474576271,2.2988505747,0,0
"Powys 021C ","W01000502 ",0.6869479882,0.6666666667,0.5524861878,0.5942275042,0.8928571429,0,0,1.4388489209,0,0.8547008547,1.1111111111,0,0.9900990099,0.6535947712,0.6802721088,0,0.8771929825,0.6060606061,0.625,1.4492753623,0,1.2195121951,1.4705882353
"Powys 021D ","W01000504 ",0.947459087,3.0837004405,2.5179856115,0.5340453939,0,1.2195121951,6.0606060606,2.5316455696,0,0,0,1.5151515152,1.2195121951,1.4285714286,0,0,1.4285714286,0,0,0,0,0,0
"Powys 021E ","W01000505 ",0.6507592191,0.495049505,0.8032128514,0.5820721769,0.9316770186,0,0,1.0101010101,2.12765957446809,0,0,0,0,1.0989010989,0.8620689655,1.9607843137,0,0,0,3.3333333333,0,2.0833333333,0
"Powys 021F ","W01001899 ",1.3292433538,0.5917159763,0.7371007371,1.6313213703,1.0204081633,0,0,1.4705882353,1.44927536231884,0.7299270073,0,0.8849557522,2.9411764706,0.7936507937,1.3513513514,4.7244094488,0.625,2.7777777778,3.4482758621,0.9803921569,0,0,0
"Ceredigion 001C ","W01000523 ",9.58617077,9.3567251462,9.1127098321,9.9664991625,8.5790884718,7.3684210526,5.8139534884,12.422360248,8,13.541666667,10.810810811,10.784313725,13.20754717,9.3023255814,10.828025478,10.638297872,4.8,8.904109589,7.7519379845,6.1855670103,5.8823529412,11.363636364,20
"Ceredigion 001D ","W01000548 ",2.3102310231,1.3157894737,1.1235955056,1.9178082192,4.6647230321,0.826446281,2.5641025641,0.7042253521,0,3.1914893617,2.2471910112,3.6144578313,3.3333333333,2.2727272727,0.7633587786,0.7142857143,1.6,2.0547945205,3.5398230088,6.0975609756,5.9701492537,5.4054054054,2.2727272727
"Ceredigion 001E ","W01000549 ",3.2879818594,3.1446540881,3.2418952618,3.7135278515,1.9047619048,3.9603960396,1.1363636364,3.8759689922,3.6144578313253,3.3613445378,3.8834951456,6.0975609756,3.7735849057,2.1897810219,3.4482758621,4.4117647059,0.9708737864,5.9829059829,2.0618556701,0,3.3333333333,1.6393442623,3.4482758621
"Ceredigion 001F ","W01001937 ",6.4985451018,3.5820895522,3.9119804401,7.4132492114,6.1002178649,3.2967032967,3.2258064516,3.9735099338,5.40540540540541,12.068965517,7.5949367089,3.4090909091,5.6,5.4421768707,6.2146892655,11.842105263,6.3492063492,8.152173913,6.1224489796,5.8333333333,8.6419753086,4.347826087,4.7619047619
"Ceredigion 002A ","W01000512 ",3.1768953069,0.6849315068,2.1739130435,3.6525172754,2.6548672566,0,0,2,7.89473684210526,3.2894736842,3.6585365854,8.2191780822,0,1.6393442623,4.4776119403,3.8461538462,3.1746031746,2.9411764706,0,5.4545454545,2.5,0,4.6511627907
"Ceredigion 002B ","W01000513 ",7.1805273834,11.881188119,9.5588235294,6.9011576135,8.4745762712,11.111111111,6.25,18.181818182,2.85714285714286,5.7829759584,5.8536585366,7.8260869565,10.526315789,14.084507042,17.021276596,8.1967213115,13.114754098,13.888888889,18.181818182,4.7619047619,0,0,10.344827586
"Ceredigion 002D ","W01000517 ",6.002728513,3.2967032967,3.3613445378,5.9205190592,8.4507042254,0,12.5,0,3.57142857142857,4.3147208122,13.59223301,2.8169014085,8.3333333333,2.0408163265,6.0606060606,8.5106382979,19.35483871,14.285714286,10.714285714,0,7.4074074074,8.3333333333,15.151515152
"Ceredigion 002F ","W01001934 ",5.0727650728,4.7169811321,4.3165467626,5.5649241147,3.1400966184,5.3333333333,5,3.8961038961,3.03030303030303,4.4047619048,5.0955414013,9.7087378641,11.009174312,6.1855670103,7.6923076923,5.9322033898,8.5365853659,1.9417475728,1.8018018018,1.4492753623,4.0540540541,1.2987012987,7.2289156627
"Ceredigion 003A ","W01000515 ",7.8928823115,4.8611111111,5.9490084986,8.4673097535,9.595959596,0.9900990099,5.6818181818,8.0808080808,10.7692307692308,5.5172413793,6.5420560748,8.4112149533,5.8252427184,7,5.376344086,13.235294118,11.428571429,17.333333333,8.7719298246,9.3023255814,4.6511627907,3.3333333333,28
"Ceredigion 003B ","W01000516 ",3.1622911695,1.3661202186,1.3605442177,3.3050047214,5.1792828685,0.9259259259,0.826446281,2.1897810219,1.33333333333333,0.641025641,3.3898305085,0,4.1666666667,1.5037593985,4.7169811321,1.9230769231,7.1428571429,10.989010989,2.5974025974,6.9444444444,2.3255813953,2.6315789474,19.047619048
"Ceredigion 003C ","W01000518 ",6.1159650516,9.2857142857,11.656441718,5.4892601432,6.4056939502,4.0816326531,13.888888889,10.909090909,26.0869565217391,2.2580645161,3.0769230769,4,7.1428571429,5.8823529412,13.235294118,5.4545454545,7.5757575758,4.7619047619,13.333333333,6.8965517241,3.125,6.8181818182,1.8181818182
"Ceredigion 003E ","W01001935 ",1.9178082192,0.5952380952,0.5,1.7676767677,4.4444444444,1.4285714286,0,0,0,0.3984063745,1.2048192771,3.1578947368,1.5625,1.7543859649,2.8571428571,0,5,6.25,8.3333333333,5.8823529412,0,4.5454545455,0
"Ceredigion 003F ","W01001936 ",2.9863481229,3.2085561497,2.7450980392,3.0303030303,2.5906735751,1.7857142857,1.4285714286,6.5573770492,1.47058823529412,1.0416666667,0,3.2786885246,3.2786885246,6.7796610169,2.5,2.7397260274,3.5714285714,8.1081081081,1.6129032258,0,0,8.8235294118,5
"Ceredigion 005A ","W01000506 ",2.7936962751,0,0,4.358974359,1.1312217195,0,0,0,0,12.987012987,3.6363636364,1.6666666667,0,0,9.2105263158,1.0752688172,3.5087719298,6.5693430657,1.9417475728,1.0101010101,0,1.4084507042,1.3698630137
"Ceredigion 005B ","W01000524 ",3.7074657186,4.7619047619,4.9627791563,3.8875103391,2.358490566,4.2553191489,1.9047619048,7.299270073,5.97014925373134,2.5,5.4054054054,0,8.3333333333,3.3783783784,2.4193548387,2.614379085,3.3783783784,5.4054054054,0.78125,2.6548672566,2.4691358025,1.8181818182,6.3829787234
"Ceredigion 005C ","W01000538 ",8.5147247119,3.9711191336,4.6920821114,9.619238477,9.0592334495,5.6818181818,1.5625,4,7.8125,6.0606060606,14.285714286,10.714285714,8.8888888889,4.8076923077,17.272727273,11.320754717,8,7.7922077922,11.111111111,7.8947368421,12.195121951,2.7027027027,8
"Ceredigion 005D ","W01000539 ",7.048092869,4,4.5045045045,7.5697211155,7.5539568345,11.111111111,1.8518518519,2.3529411765,6.38297872340426,9.7222222222,4.7619047619,7.0175438596,8,7.7922077922,10.752688172,10.714285714,4.347826087,5.9322033898,6.3063063063,6.8493150685,10.869565217,10,5.5555555556
"Ceredigion 005E ","W01000540 ",4.8118985127,2.8248587571,3.7914691943,5.3846153846,4.746835443,6.25,0,1.6393442623,8.82352941176471,9.6153846154,3.2786885246,6.7796610169,0,4.6153846154,5.1948051948,4.4776119403,4.5977011494,7.4468085106,3.6144578313,2.6666666667,10.294117647,3.5087719298,3.0303030303
"Ceredigion 011A ","W01000525 ",0.8833922261,1.3157894737,1.0810810811,0.7788161994,0.8875739645,0,1.9230769231,1.6129032258,0,1.6806722689,0,0,0,0,2.6666666667,1.2820512821,0,0,2.1276595745,0,1.4084507042,0,0
"Ceredigion 011B ","W01000534 ",2.6744944553,3.300330033,3.2258064516,2.7114967462,1.9480519481,1.9230769231,3.2608695652,4.6728971963,2.63157894736842,3.6144578313,3.5714285714,0,2.5316455696,3.3707865169,3.8461538462,3.3898305085,1.0204081633,2.5641025641,2.8846153846,1.2987012987,0,2.4390243902,3.4482758621
"Ceredigion 011E ","W01000536 ",5.4832076765,1.3157894737,1.1152416357,5.0947867299,8.7855297158,2.8571428571,0,1.0526315789,0,1.4492753623,1.8867924528,5.7142857143,5.9701492537,4.8192771084,3.7037037037,6.0606060606,5.5118110236,9.3023255814,8.6614173228,6.1224489796,16.049382716,2.0833333333,9.0909090909
"Ceredigion 011F ","W01000542 ",6.6059225513,3.2085561497,3.5555555556,6.5378900446,9.4736842105,0.9900990099,5.0847457627,3.2258064516,5.26315789473684,5.1282051282,4.6511627907,4.7619047619,5.0420168067,7.7380952381,7.0512820513,9.2105263158,8.2872928177,5.376344086,7.100591716,11.2,11.392405063,9.8039215686,9.8039215686
"Ceredigion 011C ","W01000543 ",6.8845963348,5.8659217877,6.0975609756,6.7556952082,8.2474226804,1.9417475728,6.25,8.3916083916,7.69230769230769,3.6697247706,3.488372093,8.4210526316,9.7087378641,5.4421768707,13.815789474,8.4337349398,3.0120481928,4.5685279188,6.9230769231,3.3707865169,10.38961039,12,14.285714286
"Ceredigion 011G ","W01000550 ",3.7562604341,3.431372549,4.0983606557,4.0638606676,3.2786885246,4.2253521127,1.724137931,4,7.5,0,2.1739130435,6.25,7.9365079365,3.75,4.1095890411,4.2553191489,2.1978021978,4.6511627907,5.6338028169,5.0632911392,1.2987012987,2.7027027027,0
"Ceredigion 011D ","W01000552 ",4.6442687747,2.1951219512,2.6970954357,5.8536585366,3.3854166667,2.9126213592,2.9411764706,1.1695906433,5.55555555555556,9.5744680851,6.8181818182,4.7058823529,2.9411764706,4.9645390071,4.6242774566,10.45751634,5.5944055944,4.1379310345,4.4117647059,4.5454545455,0,4.4444444444,0
"Ceredigion 007A ","W01000529 ",4.1589075109,3.2467532468,2.7855153203,4.0082219938,5.4545454545,2.752293578,4.7058823529,2.6315789474,0,5.8823529412,2.8169014085,2.2727272727,1.3157894737,6.1946902655,4.5871559633,1.9607843137,2.4,8.0882352941,3.8095238095,6.1728395062,8.8235294118,2.6315789474,5.2631578947
"Ceredigion 007B ","W01000532 ",6.8389057751,6.4189189189,7.182320442,8.3041958042,3.9325842697,6.3157894737,8.6021505376,4.6296296296,10.6060606060606,10.784313725,2.7777777778,8.1395348837,1.4285714286,8.6206896552,10.638297872,12.056737589,9.2105263158,5.5555555556,2.4844720497,2.1582733813,5.4054054054,5.4054054054,8.1632653061
"Ceredigion 007C ","W01000544 ",6.629318394,7.5675675676,6.9444444444,7.5806451613,3.7593984962,10.909090909,7.8125,4.5454545455,3.2258064516129,8.1632653061,13.636363636,6.25,12.727272727,8.064516129,6.25,7.0588235294,5.4054054054,6.4814814815,5.0632911392,4.5454545455,1.9607843137,4.5454545455,0
"Ceredigion 007D ","W01000545 ",5.8679706601,5.2434456929,5.3097345133,6.2449310624,5.3211009174,2.8571428571,4.0540540541,7.3170731707,5.55555555555556,8.3333333333,6.7567567568,9.0909090909,3.2608695652,5.1020408163,3.7037037037,7.1038251366,7.4712643678,6.0344827586,5.3892215569,3.7313432836,6.8965517241,1.724137931,8.5714285714
"Ceredigion 008A ","W01000527 ",4.1791044776,2.8901734104,2.4752475248,5.5555555556,0.9900990099,1.6949152542,5.6603773585,1.6393442623,0,2.7777777778,8.6419753086,8.6956521739,9.375,4.1666666667,9.0909090909,8.3333333333,5,0,0,0,0,0,5.2631578947
"Ceredigion 008B ","W01000528 ",4.0972222222,1.9083969466,2.2580645161,5.1461988304,3.0959752322,1.0989010989,1.3333333333,3.125,4.16666666666667,7.476635514,4.3010752688,2.6315789474,3.9473684211,1.3513513514,5.7692307692,6.7415730337,7.3394495413,5.0632911392,2.4691358025,7.2463768116,3.75,0,0
"Ceredigion 008C ","W01000535 ",7.7074128621,6.2678062678,6.067961165,7.5423728814,9.0909090909,5.9405940594,7.0707070707,5.9602649007,4.91803278688525,5.5555555556,4.0540540541,12.195121951,6.9565217391,6.8965517241,3.4722222222,2.6845637584,11.688311688,12.820512821,10.795454545,8,5.8823529412,6.4516129032,13.793103448
"Ceredigion 008D ","W01000537 ",5.25606469,1.6949152542,1.7793594306,5.1339285714,7.9545454545,1.6949152542,2.5641025641,1.0101010101,2.22222222222222,5.6818181818,3.4482758621,7.6923076923,3.3898305085,3.3333333333,5.3097345133,7.2072072072,9.3023255814,1.9867549669,7.4324324324,5.7971014493,11.86440678,12.5,2.7777777778
"Ceredigion 008E ","W01000541 ",7.1938495332,7.7170418006,7.5471698113,6.3886424135,9.138381201,2.9702970297,6.5217391304,12.711864407,6.66666666666667,6.6037735849,8.7912087912,2.6666666667,9.5238095238,5.8252427184,3.125,6.8027210884,7.0063694268,6.4516129032,9.8684210526,6.5934065934,9.6774193548,10.638297872,9.6774193548
"Ceredigion 009A ","W01000507 ",2.3509655751,0.6493506494,0.5263157895,2.6479750779,2.5316455696,0,0,1.9607843137,0,4,0,8.3333333333,3.4482758621,0,1.6129032258,3.0303030303,2.1276595745,4.5045045045,1.9801980198,1,5.6818181818,1.7857142857,2
"Ceredigion 009B ","W01000508 ",4.4142614601,3,4.7244094488,5.5865921788,2.2900763359,4.0540540541,0,4.4117647059,11.1111111111111,7.0588235294,1.4492753623,3.4482758621,3.0769230769,10.447761194,4.9382716049,4.2253521127,5.8139534884,5,1.4492753623,2.8169014085,3.5087719298,3.4482758621,0
"Ceredigion 009C ","W01000509 ",2.0327498588,1.6891891892,1.9390581717,2.4109014675,1.5355086372,1.0309278351,0,3.8834951456,3.07692307692308,3.3707865169,0,3.0769230769,3.488372093,1.0752688172,1.8348623853,4.0983606557,2.8571428571,1.5037593985,1.4184397163,0,2.2222222222,1.0989010989,4.1666666667
