"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator data by Lower Layer Super Output Areas - Overcrowded Households"
""

Filters:
Indicator: People living in overcrowded households (bedrooms measure) (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Ceredigion 009G ","W01000547 ",2.5488530161,6.1855670103,6.6079295154,2.3289665211,0.6756756757,3.7735849057,6,7.6923076923,9.09090909090909,2.5641025641,5.4054054054,7.5471698113,0,1.5873015873,2.5,2.8846153846,0,0,0,1.2987012987,0,1.8867924528,0
"Ceredigion 010A ","W01000519 ",3.6263060848,7.6923076923,6.9597069597,4.0201005025,0.4866180049,4.5454545455,4.1095890411,13.414634146,3.84615384615385,7.4468085106,7.0175438596,7.6923076923,2.4390243902,3.4090909091,2.8846153846,5.1470588235,2.8776978417,1.6853932584,1.4492753623,0,0,0,0
"Ceredigion 010B ","W01000522 ",5.5642633229,11.046511628,10.917030568,5.9569074778,1.5873015873,13.636363636,11.764705882,9.0909090909,10.5263157894737,15.625,13.333333333,5.2631578947,10.204081633,4.2253521127,4.6296296296,4.5454545455,2.5862068966,1.5267175573,1.7857142857,0,1.8518518519,2.3255813953,3.3333333333
"Ceredigion 010C ","W01000531 ",3.7120359955,7.0469798658,7.6115485564,3.6757775683,1.4319809069,7.7669902913,9.4594594595,4.958677686,9.63855421686747,6.25,3.9473684211,4.2253521127,3,3.8461538462,6.2992125984,2.7027027027,0.7042253521,0.5988023952,0.6802721088,3.1914893617,1.2048192771,0,2.5641025641
"Ceredigion 010D ","W01000533 ",4.3940467753,10.276679842,9.9358974359,4.0621266428,0.6230529595,10.666666667,12.5,8.4905660377,8.47457627118644,6.5934065934,7.6923076923,4.6153846154,7.8125,3.8095238095,0.9900990099,4,1.2048192771,0,0,1.3157894737,1.4084507042,0,0
"Ceredigion 010E ","W01000551 ",3.0534351145,5.6603773585,5.2044609665,3.0188679245,1.3201320132,6.4516129032,5.3333333333,5.3333333333,3.50877192982456,5.6603773585,8.3333333333,7.5471698113,3.7037037037,6.1538461538,1.0309278351,2.6785714286,0,0.6493506494,1.0309278351,2.4691358025,0,0,2.5641025641
"Pembrokeshire 001A ","W01000558 ",4.8611111111,10.182767624,10.913140312,4.6191247974,0.5012531328,6.1946902655,10.606060606,13.043478261,15.1515151515152,9.7087378641,2.1505376344,2.9411764706,6.9565217391,3.7313432836,8.6956521739,2.380952381,0.6289308176,1.5151515152,0.7874015748,0.9090909091,0,0,0
"Pembrokeshire 001B ","W01000559 ",5.1175656985,8.7336244541,9.1911764706,5.8072009292,1.1235955056,14.545454545,5.3333333333,8.0808080808,11.6279069767442,13.333333333,12.121212121,8.5106382979,7.5757575758,1.1904761905,5.6910569106,4,0,4.0322580645,1.5503875969,1.25,0,0,3.0303030303
"Pembrokeshire 001C ","W01000560 ",6.2966031483,14.893617021,13.973799127,5.9681697613,1.1320754717,15.625,27.083333333,6.5789473684,9.75609756097561,14.084507042,7.0175438596,14.285714286,10.526315789,5.7971014493,3,5.0505050505,3,0,1.9230769231,0,3.125,0,0
"Pembrokeshire 001D ","W01000561 ",4.8566878981,7.8189300412,7.8498293515,5.1181102362,1.1952191235,4.4776119403,10,8.4905660377,8,12.5,4.1666666667,4.8387096774,0,5.0505050505,7.0707070707,5.0632911392,2.2727272727,2.0833333333,0,1.5384615385,2.5641025641,3.5714285714,0
"Pembrokeshire 001E ","W01000613 ",4.1176470588,11.428571429,9.9273607748,3.2307692308,1.6071428571,11.009174312,11.764705882,11.510791367,1.58730158730159,2.6785714286,3.0927835052,2.7397260274,13.414634146,6,3.8888888889,3,0.6134969325,0.8695652174,1.2048192771,0,2.3622047244,4.1666666667,1.7857142857
"Pembrokeshire 002A ","W01000562 ",3.9145907473,6.8825910931,7.2368421053,4.6396841066,0.4694835681,11.688311688,5.1948051948,4.3010752688,8.7719298245614,12.765957447,6.4516129032,6.5573770492,2.5641025641,1.9047619048,3.5714285714,3.0534351145,5.9210526316,0.6211180124,0,0.9900990099,0,1.8867924528,0
"Pembrokeshire 002B ","W01000565 ",2.9556650246,6.993006993,6.0171919771,2.8571428571,0.9505703422,8.6021505376,9.3023255814,3.738317757,1.58730158730159,4.1666666667,4.4444444444,10.769230769,1.4285714286,2.752293578,4,2.1505376344,0.8,0,1.4814814815,0.8130081301,0.8928571429,0,1.3698630137
"Pembrokeshire 002C ","W01000566 ",3.9687703318,8.6142322097,8.024691358,4.0494938133,0.5249343832,10.752688172,6.7796610169,7.8260869565,5.26315789473684,7.3770491803,12.307692308,3.1746031746,3.4482758621,2.2988505747,3.1914893617,5.0505050505,0,0.8474576271,0,1.0526315789,0,2,0
"Pembrokeshire 002D ","W01000567 ",5.2099140111,9.6774193548,10.344827586,5.3852526926,0.5025125628,6.8965517241,12,10.256410256,14.2857142857143,10.273972603,5.8252427184,13.333333333,0.9345794393,3.75,6.9444444444,3.3613445378,0.7142857143,0.7407407407,0,0.9803921569,0,0,2.1276595745
"Pembrokeshire 002E ","W01000597 ",4.6632124352,13.114754098,11.520737327,4.1390728477,1.3477088949,16.129032258,20,5.6338028169,2.94117647058824,4.4444444444,11.428571429,14.545454545,2.2727272727,4.6875,3.0769230769,0,1.1904761905,2.7777777778,0,2.2222222222,4.6153846154,0,0
"Pembrokeshire 002F ","W01000617 ",5.0546448087,7.0945945946,7.183908046,5.3511705686,1.8450184502,8.4210526316,7.619047619,5.2083333333,7.69230769230769,16.666666667,7.6923076923,4.8387096774,4.6511627907,8.0459770115,3.7037037037,2.7027027027,2.5,1.652892562,1.1363636364,0,0,8.8235294118,4.7619047619
"Pembrokeshire 003A ","W01000579 ",4.1308089501,6.2098501071,6.9981583794,4.6268656716,0.9671179884,4.1958041958,4.1095890411,9.5505617978,11.8421052631579,8.3969465649,4.5977011494,4.9504950495,3.0534351145,4.375,7.027027027,3.4013605442,1.25,1.2345679012,0.6369426752,1.2903225806,2.2222222222,0,0
"Pembrokeshire 003B ","W01000581 ",2.7586206897,7.5829383886,6.7669172932,2.5583982202,0.2941176471,16.279069767,13.559322034,0.9174311927,3.63636363636364,8.4507042254,0,4.7619047619,2.5316455696,5.7142857143,2.8846153846,1.5748031496,0,0,0,1.1235955056,0,0,0
"Pembrokeshire 003C ","W01000612 ",3.7577117218,8.362369338,8.4057971014,4.0345821326,0.2197802198,7.6923076923,7.2463768116,9.2857142857,8.62068965517241,11.688311688,3.7974683544,5.4945054945,6.7567567568,7.3684210526,2.4193548387,1.7857142857,1.2738853503,0.5747126437,0,1.0309278351,0,0,0
"Pembrokeshire 003D ","W01000618 ",5.2424639581,7.0945945946,7.1633237822,6.3492063492,0.8620689655,7.5,9.3023255814,5.3846153846,7.54716981132075,20.289855072,7.6923076923,5.4945054945,5.1282051282,5.2173913043,8.6419753086,4.0816326531,2.479338843,4.0322580645,2.8846153846,0,0,0,0
"Pembrokeshire 004A ","W01000582 ",4.4605183846,12.099644128,10.632183908,3.5964035964,1.0610079576,12.727272727,8.9887640449,13.868613139,4.47761194029851,7.4626865672,5,3.0769230769,4.347826087,5.737704918,4.7619047619,1.652892562,2.1739130435,0.6944444444,1.4705882353,2.0618556701,0,0,0
"Pembrokeshire 004B ","W01000583 ",2.2916666667,3.4722222222,3.9660056657,2.4822695035,0.6535947712,2.1739130435,3.5294117647,4.5045045045,6.15384615384615,6.4935064935,1.8518518519,2.8571428571,1.0101010101,3.3613445378,2.7272727273,0,0,1.1494252874,0,3.125,0,0,0
"Pembrokeshire 004C ","W01000611 ",2.7677496992,6.5217391304,5.9027777778,2.4973985432,1.4861995754,5.5555555556,4.347826087,8.4112149533,3.44827586206897,8.064516129,4.0816326531,1.5625,3.7974683544,4.2372881356,2.7777777778,1.8181818182,0,0,1.5625,2.3622047244,2.1505376344,0,0
"Pembrokeshire 004D ","W01000623 ",2.1909233177,2.4390243902,2.6905829596,2.5641025641,0.7936507937,1.2195121951,1.9801980198,3.2258064516,3.8961038961039,7.4074074074,2.3529411765,0,1,2.027027027,3.6585365854,3.4246575342,0.8403361345,0.6369426752,0,0,3.125,2.0833333333,0
"Pembrokeshire 005A ","W01000568 ",5.9591126577,13.157894737,11.949685535,5.3097345133,0.8902077151,16.666666667,14.285714286,9.5541401274,7.21649484536082,9.9616858238,6.5088757396,3.2258064516,9.6774193548,4.7058823529,3.6082474227,3.1847133758,2.3076923077,0,0,1.3698630137,1.5384615385,1.9607843137,0
"Pembrokeshire 005B ","W01000569 ",2.4868123587,5.1359516616,4.4270833333,1.849568434,0.5405405405,3.8167938931,6,6,0,2.6548672566,2.0202020202,2.6548672566,1.8518518519,0,1.3333333333,0,4.5454545455,3.4482758621,0,0,0,0,6.6666666667
"Pembrokeshire 005C ","W01000570 ",7.6662143826,13.461538462,12.734082397,5.2575107296,1.3513513514,13.095238095,14.705882353,12.804878049,7.57575757575758,2.7932960894,10.924369748,8.4905660377,6.3636363636,5.504587156,3.1914893617,1.3698630137,0,0,0,0,0,0,11.111111111
"Pembrokeshire 005D ","W01000572 ",5.8856191005,12.640449438,12.528473804,5.2197802198,1.1331444759,17.021276596,17.142857143,7.0063694268,12.0481927710843,3.2786885246,5.1948051948,16,6.4516129032,3.1746031746,4.7619047619,1.7094017094,1.8518518519,3.5398230088,0,4.2105263158,0,0,0
"Pembrokeshire 006A ","W01000571 ",3.5906642729,5.8524173028,5.4968287526,4.2735042735,0.3649635036,6.4,3.125,6.976744186,3.75,13.178294574,7.4074074074,3.2258064516,4.8780487805,4.347826087,3.164556962,2.8776978417,0,1.25,0,0.7692307692,0,0,1.1904761905
"Pembrokeshire 006B ","W01000573 ",3.3024567056,4.9896049896,5.4844606947,3.4416826004,0.9237875289,3.4482758621,4.1666666667,7.3619631902,9.09090909090909,5.9782608696,4.2424242424,2.7027027027,4.0268456376,1.8348623853,2.5252525253,2.614379085,3.5971223022,1.3422818792,0.8620689655,0.9708737864,0,1.5384615385,1.724137931
"Pembrokeshire 006C ","W01000586 ",5.2631578947,9.2920353982,9.9457504521,5.3129548763,0,14.492753623,7.1428571429,6.914893617,12.8712871287129,10.61452514,6.4,2.4193548387,7.9646017699,3.125,1.7964071856,6.3829787234,3.0769230769,0,0,0,0,0,0
"Pembrokeshire 008A ","W01000555 ",2.7456647399,4,3.5019455253,3.0508474576,1.0033444816,5.7692307692,3.7037037037,3.1914893617,1.75438596491228,6.25,5.6603773585,10.606060606,1.9607843137,2.5316455696,0.8849557522,0.8130081301,2.5423728814,2.0689655172,0,0,1.3888888889,5,0
"Pembrokeshire 008B ","W01000556 ",2.2887323944,4.6357615894,4.347826087,2.73556231,0.3058103976,2.6315789474,2.2222222222,7.3529411765,3.03030303030303,8.2191780822,0,0,2.0408163265,3.3333333333,3.6585365854,1.3157894737,0,3.3898305085,0.9900990099,0,0,0,0
"Pembrokeshire 008C ","W01000575 ",4.0748440748,5.1948051948,5.3956834532,4.5853000674,1.3043478261,9.4202898551,2.8368794326,3.825136612,6.38297872340426,12.121212121,6.7226890756,3.90625,5.5172413793,4.4303797468,4.1176470588,2.9069767442,0.6134969325,0.5917159763,1.3888888889,1.8018018018,0,1.5625,1.8518518519
"Pembrokeshire 008D ","W01000614 ",3.8848920863,9.8130841121,9.0579710145,3.596287703,0.6369426752,10.169491525,14.0625,6.5934065934,6.45161290322581,4.9180327869,7.2727272727,7.2463768116,8.4745762712,5.6338028169,1.6393442623,1.0752688172,0.8333333333,1.3333333333,0,2.2222222222,0,0,0
"Pembrokeshire 008E ","W01000622 ",2.5572005384,6.1371841155,5.5384615385,2.3755656109,0,7.4074074074,2.8985507246,7.0866141732,2.08333333333333,5.4054054054,4.5454545455,0,6.976744186,0.7936507937,3.4188034188,0,2.5423728814,0,0,0,0,0,0
"Pembrokeshire 009A ","W01000554 ",3.359462486,8.253968254,7.5880758808,2.7877697842,0.8356545961,17.391304348,3.488372093,5.1094890511,3.7037037037037,5.4347826087,4.7619047619,8.2191780822,2.4691358025,3.2051282051,1.8633540373,1.5037593985,0.6666666667,1.3422818792,0.7092198582,1.2048192771,1.6393442623,0,0
"Pembrokeshire 009B ","W01000580 ",3.7005163511,4.2505592841,4.3399638336,4.4002838893,1.0683760684,5.8823529412,1.4184397163,5.2941176471,4.71698113207547,10,9.1954022989,4.9504950495,3.8167938931,3.5532994924,4.9723756906,3.4246575342,2.6845637584,1.0471204188,1.3157894737,0.7751937984,1.0752688172,1.8181818182,0
"Pembrokeshire 009C ","W01000598 ",1.6296966953,4.4973544974,4.0540540541,1.411589896,0,4.6728971963,4.7619047619,4.2168674699,1.51515151515152,2.0689655172,2,3.6363636364,0.8333333333,0.6172839506,2.4390243902,2.0689655172,0,0,0,0,0,0,0
"Pembrokeshire 009D ","W01000599 ",4.0465116279,8.0831408776,8.1237911025,3.6753445636,0.9732360097,6.0344827586,7.7464788732,9.7142857143,8.33333333333333,2.9411764706,7.6086956522,4.8780487805,6.7226890756,4.1666666667,4.4025157233,0.7462686567,0.6535947712,0.6172839506,2.3255813953,0.8,0,0,0
"Pembrokeshire 010A ","W01000587 ",5.15,11.881188119,11.081081081,5.1724137931,0.8350730689,7.7586206897,14.473684211,14.414414414,7.46268656716418,10.666666667,4.8780487805,8.5106382979,5.8823529412,4.8951048951,4.2857142857,2.34375,3.90625,0.6993006993,0,0.8196721311,2.1276595745,0,1.7857142857
"Pembrokeshire 010B ","W01000588 ",4.9142327306,7.9268292683,8.0944350759,4.7512991834,0.9433962264,9.6774193548,5.6910569106,7.650273224,8.91089108910891,7.7319587629,6.9230769231,2.8037383178,3.3333333333,3.4246575342,6.6666666667,2.5806451613,1.5873015873,1.9417475728,3.4090909091,0,0,0,0
"Pembrokeshire 010C ","W01000593 ",5.2708106143,10.526315789,10.220125786,5.2852852853,0.1805054152,11.602209945,11.180124224,8.9473684211,8.65384615384615,10.869565217,8.5227272727,6.3291139241,3.5294117647,2.8571428571,6.6326530612,3.7037037037,1.2422360248,1.4018691589,0,0,0.8403361345,0,0
"Pembrokeshire 012A ","W01000589 ",3.9930555556,9.387755102,9.9290780142,3.2592592593,0.4310344828,9.8901098901,6.1538461538,11.235955056,13.5135135135135,2.6785714286,2.5974025974,4.8387096774,1.3888888889,1.7857142857,2.5974025974,3.2258064516,3.0303030303,1.8518518519,1.7857142857,0,0,0,0
"Pembrokeshire 012B ","W01000590 ",2.2079116835,2.4390243902,2.4539877301,3.164556962,0.3012048193,0,2.2727272727,3.7735849057,2.5,11.111111111,10,0,0,2.8985507246,4.4776119403,2.2988505747,1.2345679012,0,1.3513513514,0,0,0,0
"Pembrokeshire 012C ","W01000591 ",5.8129738837,9.9099099099,10.104529617,6.2251655629,0,10.526315789,14.285714286,6.0240963855,10.7692307692308,10.476190476,8.6956521739,9.6774193548,3.5714285714,1.5151515152,6.3636363636,5.8823529412,2.8169014085,0,0,0,0,0,0
"Pembrokeshire 012D ","W01000592 ",6.4417177914,10.289389068,10.354223433,6.3197026022,0.5376344086,7.2164948454,10.576923077,12.727272727,10.7142857142857,10.526315789,4.5454545455,9.6774193548,6.5573770492,2.6666666667,2.7777777778,9,2.6315789474,4.4776119403,0,2.0408163265,0,0,0
"Pembrokeshire 012E ","W01000594 ",6.1490125673,10.647181628,10.243055556,5.6534508076,2.3255813953,9.2307692308,12.711864407,10.843373494,8.24742268041237,11.111111111,5.4263565891,3.9215686275,5.9322033898,4.8,7.8787878788,3.125,2.6086956522,1.6666666667,0,2.9702970297,5.6818181818,1.8867924528,0
"Pembrokeshire 007A ","W01000577 ",3.2196969697,3.3962264151,3.6253776435,4.048582996,0.6042296073,6.9444444444,2.7397260274,1.6666666667,4.54545454545455,8.9108910891,6.1538461538,7.9365079365,6.5573770492,2.1276595745,2.9850746269,3.0303030303,0.8130081301,2.6845637584,0.8849557522,0,1.3513513514,0,0
"Pembrokeshire 007B ","W01000585 ",3.4226190476,3.4146341463,3.3457249071,4.3528064147,0.3759398496,3.9215686275,1.9230769231,3.9215686275,3.125,11.494252874,4,6.3829787234,3.0303030303,3.1578947368,2.4590163934,2.6315789474,4.1666666667,4.6296296296,0,0,1.7543859649,0,0
"Pembrokeshire 007C ","W01000595 ",6.8421052632,12.612612613,12.030075188,7.6164874552,0.6651884701,14.942528736,11.214953271,12.230215827,9.09090909090909,17.117117117,9.8901098901,10.309278351,7.4074074074,9.756097561,5.223880597,3.5398230088,5.2173913043,2.5316455696,0.7751937984,2.1739130435,0,0,0
"Pembrokeshire 007D ","W01000596 ",1.9876627827,3.488372093,3.1152647975,1.9736842105,0.6920415225,4.5454545455,3.6144578313,2.752293578,1.58730158730159,6.3291139241,7.6923076923,1.5873015873,0,0,2.34375,2,0.9090909091,0,0.9345794393,0,2.4390243902,0,0
"Pembrokeshire 011A ","W01000553 ",2.2764227642,5.9210526316,5.6701030928,2.3936170213,0.3067484663,12.5,0,5.8823529412,4.76190476190476,5.6338028169,4.6511627907,2.3255813953,4.0816326531,1.2345679012,4,2.7777777778,0,0,0.9009009009,0,0,0,0
"Pembrokeshire 011B ","W01000563 ",5.7363013699,18.181818182,15.503875969,3.7037037037,0.8695652174,18.461538462,16.393442623,19.277108434,4.08163265306122,6.5573770492,4.4444444444,13.725490196,2.1739130435,9.6385542169,1.0989010989,1.0416666667,1.1494252874,0,0,3.4482758621,0,0,0
"Pembrokeshire 011C ","W01000564 ",3.9898132428,4.0462427746,5.4545454545,5.7061340942,0,0,4.0816326531,7.4626865672,10.6382978723404,19.512195122,5.5555555556,2.0833333333,3.2786885246,9.0909090909,4.0404040404,1.3888888889,1.3333333333,1.0309278351,0,0,0,0,0
"Pembrokeshire 011D ","W01000576 ",7.7536552946,15.270935961,15.612648221,8.2792207792,1.7770597738,11.214953271,19.469026549,15.053763441,17,21.495327103,4.5977011494,15.384615385,10.091743119,6.6176470588,5.5555555556,9.4594594595,0.7299270073,1.1904761905,0.9661835749,2.1739130435,3.1007751938,2.3529411765,0
"Pembrokeshire 011E ","W01000615 ",4.0404040404,7.8947368421,8.5106382979,4.5283018868,1.2987012987,5.4545454545,4.2253521127,11.764705882,11.1111111111111,9.0909090909,5.4054054054,7.8431372549,4.0540540541,7.1428571429,6.1855670103,2.2222222222,1.1235955056,0,0,0.8130081301,6.0975609756,0,0
"Pembrokeshire 011F ","W01000616 ",5.0784856879,13.815789474,12.834224599,5.4329371817,0.5847953216,16.666666667,13.333333333,11.86440678,8.57142857142857,3.7735849057,18.181818182,5,2.1276595745,8.1632653061,5.4054054054,5.4794520548,4.1666666667,0.9803921569,1.9047619048,0,0,0,0
"Pembrokeshire 013A ","W01000600 ",7.5229357798,14.046822742,13.351498638,6.8702290076,3.125,19.626168224,11.494252874,10.476190476,10.2941176470588,10.791366906,7.5630252101,11.25,9.7826086957,5.9829059829,6.4,4.3010752688,1.9230769231,1.8018018018,3.6585365854,6.1538461538,1.8181818182,0,3.0303030303
"Pembrokeshire 013B ","W01000601 ",11.722797927,19.201995012,18.723404255,11.036789298,2.0325203252,18.897637795,22.463768116,16.176470588,15.9420289855072,20.408163265,16.176470588,7.8125,11.320754717,9,10.416666667,7.2289156627,2.5641025641,3.488372093,3.0612244898,3.2786885246,0,0,0
"Pembrokeshire 013C ","W01000602 ",5.7570977918,5.9360730594,8.4249084249,6.7357512953,2.8880866426,4,6.7796610169,7.0588235294,18.5185185185185,16.129032258,7.2463768116,3.1746031746,4.6153846154,3.488372093,7.6086956522,7.5,0,1.0101010101,0,0,10.769230769,0,3.3333333333
"Pembrokeshire 013D ","W01000603 ",3.462972829,5.7071960298,5.1124744376,2.9850746269,2.2388059701,8.9552238806,3.738317757,4.3209876543,2.32558139534884,4.375,2,4.2016806723,4.2735042735,3.7313432836,3.8167938931,0.9090909091,0,3.007518797,4.4776119403,0,3.3898305085,2.7027027027,0
"Pembrokeshire 013E ","W01000604 ",6.7371202114,13.372093023,13.157894737,5.7630736393,0.8583690987,17.272727273,11.70212766,11.428571429,12.1621621621622,8.6956521739,10.227272727,6.7567567568,8.9285714286,4.6728971963,3.3707865169,1.1764705882,1.0989010989,0.9803921569,0.9615384615,0,0,0,6.25
"Pembrokeshire 013F ","W01000605 ",6.7611777535,9.3023255814,9.9190283401,6.5998329156,3.6,8.1818181818,8,11.184210526,12.1495327102804,11.949685535,8.0357142857,4.7058823529,5.2631578947,6.6265060241,8,3.7037037037,2.3076923077,0.9090909091,3.75,1.4705882353,8.9285714286,0,0
"Pembrokeshire 014A ","W01000557 ",3.9164490862,4.1401273885,5.0131926121,4.5643153527,1.1811023622,4.3010752688,5.7471264368,2.9850746269,9.23076923076923,10.112359551,5.7142857143,5,3.4482758621,4.5454545455,3.4782608696,2.6785714286,4.3859649123,0.8196721311,1,0,0,3.7037037037,2.9411764706
"Pembrokeshire 014B ","W01000578 ",3.5350509287,4.4534412955,4.3189368771,4.3704474506,1.3015184382,10.447761194,4.7619047619,0,3.7037037037037,8.75,11.538461538,8.5714285714,5.5555555556,3.3707865169,1.7094017094,4.5801526718,3.2786885246,0.641025641,0.6211180124,3.6036036036,0,1.9230769231,0
"Pembrokeshire 014C ","W01000584 ",5.1257253385,10.051546392,10.480349345,5.1863857374,0.6726457399,11.818181818,13.513513514,6.5868263473,12.8571428571429,7.9207920792,8.9887640449,10.975609756,6.1946902655,4.4247787611,5.421686747,3.2467532468,1.3513513514,1.0101010101,0,0,2.7397260274,0,1.9230769231
"Pembrokeshire 014D ","W01000609 ",2.6359832636,7.3099415205,6.9306930693,2.6595744681,0.4098360656,8.7378640777,6.1855670103,7.0422535211,4.83870967741936,4.2553191489,11.627906977,4.0816326531,2.2471910112,0.6097560976,3.2258064516,1.4285714286,1.2048192771,0.7633587786,0.4366812227,0.9950248756,0,0,0
"Pembrokeshire 015A ","W01000574 ",1.9241047568,3.6666666667,4,2.113271344,0,1.0989010989,3.9473684211,5.2631578947,5.33333333333333,5.0847457627,1.25,3.488372093,0.9708737864,1.7094017094,1.8072289157,2.1276595745,0,1.1235955056,0,0,0,0,0
"Pembrokeshire 015B ","W01000606 ",8.8484848485,14.965986395,14.453125,7.7856420627,1.3636363636,20.138888889,16.030534351,9.6385542169,11.2676056338028,11.450381679,16.19047619,9.8901098901,6.862745098,3.5087719298,7.7586206897,3.0303030303,1.25,5,2.8169014085,0,0,0,5.8823529412
"Pembrokeshire 015C ","W01000607 ",6.6632756867,11.790393013,11.007462687,6.155143339,1.2422360248,14.465408805,9.9173553719,10.674157303,6.41025641025641,11.038961039,10.989010989,11.764705882,5.46875,3.8759689922,8.3333333333,2.5,1.0101010101,0.7092198582,0,1.3888888889,2.2727272727,3.9215686275,0
"Pembrokeshire 015D ","W01000608 ",7.1780436312,12.970711297,14.675767918,7.4745186863,1.6722408027,14.864864865,6.4516129032,15.533980583,22.2222222222222,11.403508772,5.4794520548,6.7567567568,9.8591549296,8.3333333333,3.9603960396,8.2474226804,5.6603773585,0,1.25,1.4705882353,5,0,0
"Pembrokeshire 016A ","W01000610 ",3.0265596047,6.25,6.600660066,3.1798245614,1.0706638116,8.2191780822,2.8571428571,7.2164948454,7.93650793650794,7.0588235294,6.5573770492,1.5873015873,4.2857142857,3.1578947368,2.4590163934,0.8849557522,2.1276595745,0.6849315068,0,2.5,2.1739130435,0,0
"Pembrokeshire 016B ","W01000619 ",3.4482758621,7.6246334311,6.7146282974,3.4223706177,0.7692307692,16.25,7.2916666667,3.6363636364,2.63157894736842,8.4905660377,6.8965517241,7.2289156627,5.4347826087,0.7633587786,3.0864197531,2.0833333333,0.7692307692,1.6042780749,0,1.6949152542,0.9009009009,0,1.3157894737
"Pembrokeshire 016C ","W01000620 ",3.3563672261,7.1428571429,5.5172413793,3.8095238095,0.7380073801,5.6603773585,11.111111111,6.25,0,5.5555555556,9.375,8.6956521739,1.9607843137,3.125,5.2631578947,0,1.724137931,0,0,1.7857142857,1.3888888889,0,0
"Pembrokeshire 016D ","W01000621 ",6.0731538992,11.6,13.175675676,5.9417040359,1.9543973941,15.217391304,12.857142857,6.8181818182,21.7391304347826,6.5040650407,6.9444444444,8.2191780822,8.6206896552,7.7777777778,7,2.5,0.8771929825,1.0416666667,0,0,1.4285714286,0,9.2592592593
"Carmarthenshire 003A ","W01000646 ",4.3111527648,8.3333333333,8.2429501085,4.3243243243,1.0706638116,4.4247787611,8.0808080808,11.25,7.86516853932584,5.1470588235,3.75,4.3956043956,8.7378640777,4.9382716049,2.3622047244,3.6496350365,2.4539877301,2.8985507246,0,0.8196721311,2.0618556701,1.6666666667,2.1276595745
"Carmarthenshire 003B ","W01000688 ",5.4756637168,7.8431372549,8.3140877598,6.3029162747,1.0309278351,6.6037735849,6.3636363636,9.9290780142,10.5263157894737,16.279069767,10,5.3333333333,3.0612244898,3.8834951456,3.305785124,7.03125,1.8181818182,2.7972027972,0,1.1111111111,2.9850746269,2.2727272727,0
"Carmarthenshire 003C ","W01000689 ",4.6942557134,8.8,10.191082803,5.433646813,0.4854368932,10.294117647,9.3333333333,7.476635514,15.625,14.285714286,6.0606060606,3.8461538462,4.2857142857,4.4247787611,6.8702290076,2.6086956522,1.5037593985,2.2058823529,0.7299270073,0.8695652174,0,0,0
"Carmarthenshire 003D ","W01000728 ",5.8055152395,10.897435897,10.579345088,6.196746708,1.2931034483,9.3333333333,14.150943396,9.1603053435,9.41176470588235,11.016949153,8.6419753086,10.144927536,7.1428571429,5.9171597633,6.0109289617,3.8709677419,4.6783625731,2.2727272727,0,0.8620689655,1.1363636364,3.5087719298,5.7142857143
"Carmarthenshire 007A ","W01000637 ",8.011243851,13.698630137,14.124293785,8.2191780822,0.7843137255,20.224719101,13.20754717,8.2474226804,16.1290322580645,15.957446809,8.2474226804,11.504424779,8.2352941176,6.976744186,5.6179775281,4.6511627907,1.0989010989,4.1095890411,3.2786885246,0,0,0,0
"Carmarthenshire 007B ","W01000638 ",8.3822296731,15.032679739,14.005602241,7.0105820106,0.7633587786,10.526315789,15.68627451,20,7.84313725490196,16.842105263,3.7037037037,11.235955056,2.9850746269,4.2857142857,6.4935064935,7.1428571429,1.6393442623,4.4117647059,0,0,0,0,5
"Carmarthenshire 007C ","W01000639 ",4.5857988166,10.38961039,9,3.8812785388,1.6326530612,8.2191780822,16.393442623,8.2474226804,4.34782608695652,3.2520325203,10,7.5,5.1282051282,3.6144578313,3.125,1.0752688172,2.0833333333,0,4.6875,2.2222222222,0,0,0
"Carmarthenshire 007D ","W01000640 ",2.3851590106,6.0810810811,4.8128342246,2.5899280576,0,10,4.347826087,3.8461538462,0,11.290322581,0,6.1224489796,4.8387096774,1.3698630137,2.5316455696,1.0526315789,0,0.9174311927,0,0,0,0,0
"Carmarthenshire 008A ","W01000641 ",7.9883097906,17.004048583,15.161290323,8.4464555053,2.0833333333,18.390804598,16.438356164,16.091954023,7.93650793650794,13.970588235,14.444444444,9.4890510949,11.570247934,0,3.2,6.862745098,2.0202020202,2.4390243902,3.5294117647,0.9803921569,0.9803921569,0,5.0505050505
"Carmarthenshire 008B ","W01000642 ",2.9813664596,2.9166666667,3.0201342282,3.5,1.6216216216,3.125,2.8169014085,2.8571428571,3.44827586206897,9.900990099,5.3333333333,4.0540540541,1.3157894737,4.4247787611,3.7735849057,1.5151515152,3.4482758621,0,1.0869565217,2.5641025641,1.2048192771,1.6949152542,1.724137931
