"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator data by Lower Layer Super Output Areas - Overcrowded Households"
""

Filters:
Indicator: People living in overcrowded households (bedrooms measure) (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Cardiff 049A ","W01001699 ",25.631603124,52.941176471,50.675675676,19.48608137,5.6390977444,51.098901099,52.229299363,55.555555556,36.5853658536585,23.868312757,17.747440273,17.727272727,26.5625,20.168067227,16.666666667,11.904761905,8.9552238806,1.9607843137,11.764705882,2.5641025641,5.7692307692,7.6923076923,0
"Cardiff 049B ","W01001942 ",19.984686064,47.887323944,45.283018868,15.305067218,8.7301587302,46.341463415,45,52.112676056,34.6153846153846,24.166666667,14.438502674,12.666666667,12.612612613,21.951219512,13.580246914,12.307692308,3.0303030303,3.7735849057,7.6923076923,0,17.24137931,13.333333333,10
"Cardiff 049C ","W01001946 ",10.67961165,25.217391304,24.904214559,8.2653061224,3.1007751938,23.80952381,32.203389831,21.212121212,22.5806451612903,14.179104478,8.5585585586,5.9171597633,5.2173913043,8.6956521739,5.1724137931,5.3571428571,1.724137931,11.111111111,2.1739130435,2.7027027027,0,7.6923076923,9.0909090909
"Cardiff 049D ","W01001950 ",9.3345656192,17.857142857,17.582417582,8.4522502744,10.344827586,17.24137931,17.647058824,22.222222222,14.2857142857143,13.6,13.333333333,4.8913043478,7.7669902913,3.2786885246,2.7777777778,4.0816326531,2.5641025641,0,3.2258064516,5,36.842105263,0,0
"Cardiff 049E ","W01001951 ",9.1535433071,21.782178218,19.298245614,7.8651685393,4,16.129032258,31.034482759,30,0,8.8050314465,8.0459770115,9.8837209302,2.5974025974,6.4516129032,11.764705882,8.1081081081,2.5,11.111111111,0,12.5,0,0,0
"Cardiff 049F ","W01001952 ",16.339285714,49.579831933,48.175182482,12.974683544,1.8867924528,44.444444444,62.962962963,47.368421053,38.8888888888889,16.417910448,8.4175084175,9.4890510949,13.636363636,17.857142857,20.588235294,17.24137931,9.0909090909,4.7619047619,0,6.25,0,0,0
"Rhondda Cynon Taf 005A ","W01001137 ",4.0712468193,5.4919908467,5.5970149254,4.1748206132,2.0618556701,8.8235294118,2.5641025641,4,6.06060606060606,10.576923077,3.7267080745,0.6369426752,2.4390243902,5.8823529412,2.994011976,4.3795620438,2.962962963,0.5681818182,0,3.5087719298,4.5977011494,0,0
"Rhondda Cynon Taf 005B ","W01001138 ",5.9471365639,12,10.355029586,5.2386495925,1.3157894737,17.021276596,12.328767123,7.4074074074,3.17460317460317,11.607142857,12.037037037,6.3291139241,4.4776119403,3.8461538462,1.0638297872,5,0,1.0101010101,0,3.3898305085,0,0,3.5714285714
"Rhondda Cynon Taf 005C ","W01001139 ",2.8571428571,3.0201342282,3.0470914127,3.2392894462,0.9302325581,4.0404040404,3.2258064516,1.8867924528,3.17460317460317,7.8947368421,4.8780487805,0.9345794393,2.2471910112,0.9615384615,2.8301886792,3.7037037037,1.3513513514,3.125,1.6129032258,0,0,0,4.347826087
"Rhondda Cynon Taf 005D ","W01001140 ",5.0279329609,6.8965517241,7.1428571429,5.2863436123,2.2813688213,11.224489796,3.7037037037,4.5871559633,8.19672131147541,8.1818181818,6.3829787234,7.0422535211,2.5974025974,4.9019607843,6.9306930693,0.9090909091,3.4482758621,5.2631578947,3.125,0,5.3571428571,0,0
"Rhondda Cynon Taf 005E ","W01001141 ",7.6388888889,9.6385542169,9.2039800995,8.6558044807,1.4814814815,4.5454545455,14.444444444,11.818181818,7.14285714285714,17.763157895,15,6.3291139241,1.6129032258,7.8431372549,6.1538461538,2.380952381,8.7912087912,3.2608695652,1.25,0,1.6393442623,3.4482758621,4.7619047619
"Rhondda Cynon Taf 005F ","W01001142 ",8.2286432161,13.609467456,12.745098039,8.3758937692,1.0909090909,15.740740741,11.578947368,13.333333333,8.57142857142857,15.833333333,8.6206896552,16.216216216,6.8181818182,6.6666666667,13.043478261,0,5.6179775281,3.5714285714,0,2.8571428571,1.5151515152,0,0
"Rhondda Cynon Taf 006A ","W01001204 ",1.4383043149,2.6119402985,2.2727272727,1.1933174224,0.9302325581,1.0989010989,0,6,0,1.2048192771,0,3.2608695652,1.0989010989,2.1978021978,1.0309278351,0,2.5641025641,0,1.25,2.0408163265,0,0,0
"Rhondda Cynon Taf 006B ","W01001205 ",4.6065259117,6.8702290076,7.9510703364,5.487804878,0,6.7415730337,2.5641025641,10.526315789,12.3076923076923,17.391304348,3.8461538462,3.4482758621,1.3513513514,6.976744186,5.8333333333,5.3097345133,0.8333333333,0,0,0,0,0,0
"Rhondda Cynon Taf 006C ","W01001206 ",4.3963712491,8.2706766917,8.2018927445,4.3378995434,1.0309278351,6.7415730337,10.666666667,7.8431372549,7.84313725490196,7.8947368421,2.1505376344,5.3333333333,4.6511627907,8.1395348837,2.5423728814,2.2727272727,0,3.2258064516,2.5,0,0,2.5641025641,0
"Rhondda Cynon Taf 006D ","W01001207 ",11.319394376,9.3525179856,8.88252149,13.819368879,2.1052631579,5.4347826087,5.2631578947,15.454545455,7.04225352112676,27.586206897,32.380952381,15.476190476,18.571428571,10.465116279,3.8461538462,6.3291139241,1.1111111111,3.5294117647,3.5714285714,4.0816326531,0,0,0
"Rhondda Cynon Taf 006E ","W01001208 ",5.4889589905,9.0277777778,8.6206896552,5.5093555094,2.3880597015,5.376344086,10.989010989,10.576923077,6.66666666666667,9.1743119266,9.8901098901,13.75,4.1237113402,3.1746031746,2.752293578,4.9504950495,2.380952381,0.9523809524,1.1111111111,1.1111111111,1.5873015873,11.363636364,0
"Rhondda Cynon Taf 008A ","W01001209 ",7.5552387741,11.484593838,13.064133017,7.5029308324,0.518134715,9.4339622642,12.037037037,12.587412587,21.875,11.965811966,5.1282051282,5.6074766355,8.8607594937,10.416666667,4.9382716049,5.6179775281,0,0,1.3333333333,0,0,0,0
"Rhondda Cynon Taf 008B ","W01001210 ",4.9689440994,7.5187969925,8.832807571,5.7268722467,0,6.25,3.488372093,12,15.6862745098039,9.0909090909,4.4247787611,4.1095890411,2.9850746269,5.1020408163,7,3.738317757,6.976744186,1.0869565217,0,0,0,0,0
"Rhondda Cynon Taf 008C ","W01001211 ",5.0902061856,7.5949367089,8.0519480519,5.476673428,0.4,6.1946902655,5.376344086,10.909090909,10.1449275362319,8.064516129,7.2916666667,1,4.5454545455,8.1632653061,6.1403508772,3.305785124,2.5316455696,4.1237113402,0,0,0,0,5.2631578947
"Rhondda Cynon Taf 008D ","W01001212 ",2.4590163934,4.1198501873,4.1916167665,2.397260274,0.5025125628,2.1505376344,1.4084507042,7.7669902913,4.47761194029851,4.132231405,2.2222222222,2.6315789474,4.2553191489,4.4943820225,0.9090909091,0,0,0,1.6393442623,0,0,0,0
"Rhondda Cynon Taf 012A ","W01001143 ",3.8413098237,5.5555555556,5.6603773585,4.039408867,1.1235955056,7.0707070707,6.4516129032,3.5087719298,6.15384615384615,9.1743119266,4.854368932,3.2608695652,2.2471910112,1.8518518519,2.9411764706,5.6451612903,2.2727272727,1.9801980198,2.5,0,0,0,5
"Rhondda Cynon Taf 012B ","W01001144 ",8.3489096573,11.021505376,13.073394495,8.6829268293,1.9230769231,7.1428571429,7.6923076923,16.901408451,25,20.858895706,1.8691588785,5.0505050505,6.25,5.1020408163,11.711711712,0.9259259259,3.5714285714,4.2105263158,0,2.1739130435,3.7735849057,0,8.3333333333
"Rhondda Cynon Taf 012C ","W01001145 ",6.4589235127,10.555555556,11.91588785,6.6607460036,0.3584229391,5.3435114504,18.811881188,9.375,19.1176470588235,9.5808383234,6.106870229,7.6923076923,6.6037735849,5,4.8387096774,6.1855670103,2.2222222222,1.0752688172,0,1.4925373134,0,0,0
"Rhondda Cynon Taf 012D ","W01001146 ",3.6645525018,5.905511811,5.8419243986,3.9258451472,0.4032258065,8.2191780822,4.3956043956,5.5555555556,5.40540540540541,9.4017094017,6.7307692308,4.6511627907,1.0101010101,1,5,4.8780487805,1.0869565217,0,1.2658227848,0,0,0,0
"Rhondda Cynon Taf 001A ","W01001186 ",3.3656588705,3.8860103627,4.008908686,3.6720751494,0.5102040816,1.875,5.1546391753,5.4263565891,4.76190476190476,7.7519379845,5.0847457627,2.5641025641,3.1746031746,3.4482758621,3.4482758621,1.9230769231,3.7593984962,0.8333333333,0,2.6315789474,0,0,0
"Rhondda Cynon Taf 001B ","W01001187 ",6.9114470842,15.079365079,14.814814815,6.1538461538,0.8810572687,18.918918919,10.465116279,16.304347826,13.3333333333333,11.111111111,11.111111111,6.3291139241,6.8181818182,8.75,2.8301886792,3,1.1111111111,2.4193548387,0,1.8867924528,1.9230769231,0,0
"Rhondda Cynon Taf 001C ","W01001188 ",3.4682080925,10.429447853,9.1370558376,2.4577572965,1.3392857143,11.475409836,13.636363636,6.8965517241,2.94117647058824,5.2631578947,2.9850746269,2.1739130435,5.4054054054,2.9850746269,1.4492753623,1.2048192771,1.5151515152,0,1.25,0,0,0,8
"Rhondda Cynon Taf 001D ","W01001221 ",4.9965776865,8.5106382979,8.2051282051,5.1428571429,0,8.1081081081,7.5471698113,9.8214285714,6.55737704918033,12.5,5.6818181818,2.8169014085,7.6923076923,5.6818181818,5.7471264368,3.4482758621,0,0.9345794393,0,0,0,0,0
"Rhondda Cynon Taf 001E ","W01001222 ",11.278195489,11.053984576,11.496746204,13.38028169,1.8779342723,7.8125,12.605042017,12.676056338,13.8888888888889,18.987341772,24.752475248,23.655913978,15.533980583,10.256410256,7.1428571429,7.5,5.6338028169,0.9900990099,1.1363636364,3.7735849057,3.125,0,0
"Rhondda Cynon Taf 001F ","W01001233 ",5.2972336669,12.962962963,11.940298507,5.1353874883,0,22.058823529,9.3333333333,10.236220472,7.69230769230769,10.852713178,5.7971014493,10.144927536,3.6585365854,5.3846153846,5.9259259259,1.4084507042,1.8867924528,2.0833333333,0,0,0,0,0
"Rhondda Cynon Taf 002A ","W01001148 ",6.5583634176,9.667673716,9.5238095238,7.0192307692,1.3745704467,12.962962963,8.8888888889,7.5187969925,8.82352941176471,14.953271028,9.7087378641,3.9603960396,3.2786885246,8.2089552239,9.6,5.8823529412,2.0833333333,2.4390243902,0,0,1.9230769231,2.3255813953,5.2631578947
"Rhondda Cynon Taf 002B ","W01001152 ",3.5984848485,6.1224489796,6.936416185,3.9665970772,0.3012048193,8.2191780822,5.8823529412,5.1470588235,11.5384615384615,7.2916666667,7.3529411765,4,2.5641025641,2.8985507246,5.0420168067,4.1666666667,0.9009009009,0,0,0,2,0,0
"Rhondda Cynon Taf 002C ","W01001153 ",1.9310344828,3.1034482759,3.324099723,2.0674646355,0,0,1.1494252874,6.6115702479,4.22535211267606,4.4247787611,1.0309278351,2.8571428571,4.5454545455,0.9174311927,1.8518518519,1,0,0,0,0,0,0,0
"Rhondda Cynon Taf 002D ","W01001155 ",5.4091539528,7.1428571429,9.5406360424,6.3761955367,0.3802281369,7.7922077922,2.9850746269,9.5744680851,22.2222222222222,15.714285714,5.4945054945,0,3.9603960396,7.1428571429,2.0202020202,5.3191489362,2.0202020202,2.2988505747,1.1363636364,0,0,0,0
"Rhondda Cynon Taf 003A ","W01001149 ",4.7619047619,6.4516129032,7.8616352201,5.5737704918,0.3773584906,10.606060606,0,8.6538461538,12.8571428571429,11.86440678,4.9382716049,3.75,2.3529411765,7.9545454545,3.1578947368,4.4943820225,2.8301886792,1.9417475728,0,1.9230769231,0,0,0
"Rhondda Cynon Taf 003B ","W01001150 ",7.6354679803,11.149825784,11.504424779,8.2551594747,1.4760147601,7.1428571429,13.186813187,14.285714286,13.4615384615385,12.711864407,9.5238095238,7.1428571429,11,14.159292035,7.4074074074,3.8461538462,4.4444444444,0.8695652174,2.2727272727,1.4925373134,0,2.7777777778,0
"Rhondda Cynon Taf 003C ","W01001151 ",1.1049723757,1.568627451,1.9867549669,1.3771186441,0.2325581395,2.8169014085,1.2820512821,0.9433962264,4.25531914893617,4.4943820225,3.6363636364,0,1,0.8547008547,0.8849557522,0,0.9803921569,0.6329113924,0,0.8547008547,0,0,0
"Rhondda Cynon Taf 003D ","W01001154 ",4.6975088968,6.4516129032,8.2508250825,5.6053811659,0,3.6585365854,4.2253521127,10.526315789,16.3636363636364,9.3457943925,6.3291139241,4.4444444444,5,3.5714285714,6,3.6585365854,1.1904761905,3.8834951456,0,0,0,0,0
"Rhondda Cynon Taf 003E ","W01001156 ",1.0996119017,1.7647058824,1.4492753623,0.7359705612,2.5210084034,0,3.8834951456,1.3333333333,0,0.8620689655,0,0,1.3698630137,1.2987012987,0.6211180124,0,1.0416666667,1.0638297872,1.724137931,0,0,18.181818182,0
"Rhondda Cynon Taf 004A ","W01001147 ",3.2478632479,4.1237113402,4.3227665706,3.4172661871,1.9886363636,5.1948051948,2.2222222222,4.8387096774,5.35714285714286,8.1081081081,6.6666666667,3,0.8771929825,2.0979020979,3.6764705882,2.2222222222,3.1007751938,1.7699115044,3.3707865169,1.25,2.4390243902,0,2
"Rhondda Cynon Taf 004B ","W01001168 ",6.3829787234,14.079422383,13.313609467,6.301050175,0,12.222222222,14.772727273,15.151515152,9.83606557377049,15,8.2191780822,9.0909090909,4.5454545455,6.0975609756,7.5949367089,1.1764705882,2.8846153846,0,0,0,0,0,0
"Rhondda Cynon Taf 004C ","W01001169 ",6.0834298957,11.082474227,10.32967033,5.4433713784,0,13.01369863,12.280701754,7.8125,5.97014925373134,11.450381679,11.363636364,4.5112781955,3.125,2.6785714286,4.5454545455,5.0420168067,1.1111111111,2.1052631579,0,0,0,0,0
"Rhondda Cynon Taf 004D ","W01001170 ",2.6272577997,3.2967032967,3.6199095023,3.3244680851,0.3521126761,7.1428571429,4.347826087,0,5.12820512820513,9.5238095238,8.8235294118,3.7735849057,0,1.1764705882,2.2222222222,5.2631578947,1.0752688172,0,0,0,0,4.347826087,0
"Rhondda Cynon Taf 009A ","W01001175 ",8.0255681818,13.991769547,12.881355932,7.735426009,3.663003663,15.277777778,11.538461538,15.053763441,7.69230769230769,22,6.6666666667,7.4468085106,7.6923076923,6.9444444444,7.619047619,7.6923076923,3.5398230088,0,1.3888888889,0,7.4626865672,0,12.121212121
"Rhondda Cynon Taf 009B ","W01001177 ",4.1438623925,6.0869565217,7.037037037,4.6116504854,0.4444444444,8.1081081081,3.2786885246,6.3157894737,12.5,8.0808080808,9.4339622642,4.8780487805,1.3513513514,3.488372093,7.1428571429,2.1739130435,1.1111111111,1.8181818182,0,1.9230769231,0,0,0
"Rhondda Cynon Taf 009C ","W01001202 ",5,7.5235109718,7.3684210526,5.5606198724,1.0989010989,6.4814814815,6.4935064935,8.9552238806,6.55737704918033,9.1603053435,6.3829787234,6.5217391304,9.0909090909,6.976744186,9.2715231788,1.6129032258,1.0204081633,0.6211180124,0.9259259259,1,0,3.125,2.8571428571
"Rhondda Cynon Taf 009D ","W01001203 ",5.652173913,11.111111111,10.979228487,5.3675612602,0,7.5,6.25,17.857142857,10.2040816326531,4.2735042735,8.6956521739,6.25,7.3529411765,9.900990099,2.8846153846,2.7397260274,3.2967032967,1.9047619048,0,0,0,0,0
"Rhondda Cynon Taf 013A ","W01001176 ",5.6434962147,8.1784386617,8.7878787879,6.2032085561,0.8032128514,8.7912087912,7.3170731707,8.3333333333,11.4754098360656,16.541353383,5.8823529412,1.2345679012,5.2631578947,5.4545454545,6.5420560748,3.4482758621,1.2658227848,1.0101010101,0,3.3898305085,0,0,0
"Rhondda Cynon Taf 013B ","W01001274 ",9.7470238095,14.942528736,15.12195122,9.3788063337,1.1428571429,11.711711712,13.636363636,18.897637795,16.1290322580645,13.93442623,11,12.048192771,11.111111111,7.2289156627,4.2857142857,5.1948051948,6.8965517241,2.6315789474,2.8169014085,0,0,0,0
"Rhondda Cynon Taf 013C ","W01001275 ",8.0796900941,10.933333333,11.738148984,9.009009009,1.5527950311,8.4033613445,10.569105691,13.533834586,16.1764705882353,17.391304348,8.547008547,6.2015503876,12,13.846153846,4.958677686,5.2631578947,3.9215686275,1.0989010989,1.2195121951,2.5316455696,2.5316455696,0,0
"Rhondda Cynon Taf 013D ","W01001276 ",8.3754512635,10.256410256,8.6206896552,9.9780701754,0.4184100418,11.428571429,10.606060606,9.1836734694,1.78571428571429,21.621621622,19.101123596,16.883116883,7.7777777778,6.6666666667,10,6.7307692308,4.347826087,0,0,0,1.6393442623,0,0
"Rhondda Cynon Taf 017A ","W01001171 ",3.9777247414,7.0351758794,7.3170731707,3.7851037851,2.0920502092,8.8235294118,6.25,6.0240963855,8.51063829787234,7.4074074074,5,2.9411764706,6.3291139241,1.3157894737,3.0303030303,5,0,1.2658227848,1.4705882353,3.7037037037,0,2.9411764706,3.125
"Rhondda Cynon Taf 017B ","W01001229 ",3.9776692254,6.0975609756,6.0606060606,4.1841004184,0.8658008658,3.4090909091,6.3492063492,8.4210526316,5.88235294117647,9.243697479,3.2258064516,1.0752688172,1.6129032258,4.958677686,6.4516129032,4,3.5714285714,0,1.4084507042,1.724137931,0,0,0
"Rhondda Cynon Taf 017C ","W01001230 ",3.642384106,3.6912751678,4.2016806723,4.5929018789,0,4.5454545455,2.9702970297,3.6697247706,6.77966101694915,9.2592592593,12.195121951,3.6585365854,0,1.5873015873,5.1546391753,5.1282051282,3.3333333333,1.1363636364,0,0,0,0,0
"Rhondda Cynon Taf 017D ","W01001231 ",4.6753246753,6.4981949458,6.2874251497,5.3481331988,0.3676470588,9.0909090909,4.8192771084,5.2631578947,5.26315789473684,14.960629921,3.305785124,4.2105263158,4.2105263158,3.6697247706,5.6451612903,6.25,2.2727272727,0,1.4925373134,0,0,0,0
"Rhondda Cynon Taf 017E ","W01001280 ",6.1925199264,6.2068965517,5.8823529412,7.9501915709,0,6.5217391304,3.6144578313,7.8260869565,4.47761194029851,16.666666667,20.212765957,9.4339622642,9.6153846154,3.6036036036,3.6363636364,3.1914893617,0,0.9615384615,0,0,0,0,0
"Rhondda Cynon Taf 017F ","W01001281 ",2.6050917703,3.642384106,4.3835616438,3.1609195402,0,1.8691588785,4.4943820225,4.7169811321,7.93650793650794,8.6614173228,0,0,6.4220183486,4.0404040404,3.5398230088,2.0618556701,0,0,0,0,0,0,0
"Rhondda Cynon Taf 020A ","W01001172 ",3.4852546917,4.6357615894,5.8659217877,3.743315508,1.1764705882,5.5555555556,1.2820512821,6.0344827586,12.5,8.2644628099,1.0638297872,0,3.75,7.2072072072,2.0202020202,0.9090909091,2.380952381,1.0309278351,2.1978021978,1.9230769231,0,0,0
"Rhondda Cynon Taf 020B ","W01001173 ",6.432748538,10.924369748,13.029315961,6.5315315315,1.652892562,6.4102564103,12.121212121,13.829787234,20.2898550724638,10.280373832,1.1904761905,2.8985507246,10.227272727,6.7307692308,8.6538461538,3.6144578313,2.4691358025,0,3.6144578313,1.5873015873,0,0,0
"Rhondda Cynon Taf 020C ","W01001174 ",3.5379061372,6.6433566434,6.3953488372,3.4324942792,0,4,8.1081081081,8.0357142857,5.17241379310345,6.0869565217,6.5934065934,4.8387096774,1.2820512821,3,4.5454545455,1.9047619048,1.1235955056,0,0,0,0,0,0
"Rhondda Cynon Taf 020D ","W01001232 ",4.919236417,6.4516129032,5.017921147,5.0901378579,2.4752475248,7.8947368421,6.6666666667,4.9382716049,0,8.547008547,18.487394958,12.307692308,2.5,2.0618556701,1.6806722689,2.2988505747,0,0,1.4925373134,3.7735849057,0,0,6.4516129032
"Rhondda Cynon Taf 007A ","W01001265 ",5.4071661238,10.069444444,9.8591549296,5,2.0905923345,8.5106382979,10,11.538461538,8.95522388059701,9.3220338983,1.0309278351,7.5949367089,4.4943820225,3.1914893617,5.2173913043,4.4247787611,4.7619047619,1.9230769231,0,4.9180327869,1.5625,2.8571428571,2.3255813953
"Rhondda Cynon Taf 007B ","W01001266 ",3.6293436293,6.0344827586,7.0422535211,4.1198501873,0,9.4594594595,2.8985507246,5.6179775281,11.5384615384615,4.7619047619,5.0632911392,7.3529411765,1.5873015873,2.5641025641,4.8192771084,3.9215686275,0,2.5641025641,0,0,0,0,0
"Rhondda Cynon Taf 007C ","W01001267 ",6.4652143359,14.117647059,12.786885246,6.3218390805,0.3355704698,9.6385542169,16.949152542,15.92920354,6,11.111111111,13.432835821,9.8765432099,2.8169014085,3.7974683544,6.976744186,3.0927835052,4.2105263158,1.1904761905,0,1.4084507042,0,0,0
"Rhondda Cynon Taf 007D ","W01001268 ",6.1009817672,8.0769230769,9.2948717949,6.6897347174,2.6755852843,10.714285714,4.5454545455,8.1818181818,15.3846153846154,14.035087719,5.9523809524,4.4776119403,4.2857142857,5.7471264368,6.4814814815,5.2173913043,2.3529411765,3.5294117647,2.7397260274,1.25,1.4705882353,0,13.333333333
"Rhondda Cynon Taf 010A ","W01001269 ",1.8813314038,5.1063829787,4.6263345196,1.3496932515,0.9036144578,6.1224489796,3.7974683544,5.6074766355,2.17391304347826,0,2.8571428571,1.4285714286,5,1.0101010101,1.0204081633,1.1494252874,0,0,2.9702970297,0,0,0,0
"Rhondda Cynon Taf 010B ","W01001270 ",3.0014641288,4.6948356808,3.7878787879,2.8103044496,2.3411371237,3.4482758621,3.1746031746,6.5217391304,0,4.347826087,4.347826087,1.3698630137,2.7397260274,4.1666666667,6.1946902655,0,3.1578947368,0,0,5.1282051282,1.6129032258,4.347826087,0
"Rhondda Cynon Taf 010C ","W01001271 ",6.7283950617,9.1185410334,9.819121447,7.2727272727,1.2195121951,12.5,7.0588235294,7.8571428571,13.7931034482759,17.829457364,5.504587156,6.8965517241,9.5238095238,5.2631578947,6.4,5,1.1235955056,1.8348623853,2.8169014085,0,1.9607843137,0,0
"Rhondda Cynon Taf 010D ","W01001272 ",6.8608414239,10,8.8541666667,7.0063694268,2.8268551237,10.67961165,13.265306122,6.7226890756,3.125,16.513761468,12.345679012,2.4390243902,8.6021505376,8,3.0303030303,6.0869565217,2.4691358025,4.3010752688,4.4444444444,3.0303030303,3.3333333333,0,0
"Rhondda Cynon Taf 010E ","W01001273 ",3.4772182254,8.4870848708,8.1325301205,3.3366045142,0.2645502646,10.227272727,7.1428571429,8.0808080808,6.55737704918033,7.2072072072,3.9215686275,2.7397260274,3.488372093,1.7699115044,3.7735849057,3.3898305085,2.9126213592,0,0,0,0,0,1.7857142857
"Rhondda Cynon Taf 011A ","W01001213 ",6.0249816312,9.9616858238,10.967741935,6.3275434243,1.7006802721,7.4074074074,8.8607594937,12.871287129,16.3265306122449,10.666666667,12.941176471,5.6818181818,3.3707865169,9.5744680851,4.2253521127,2.4096385542,2.4096385542,0,2.5641025641,5.3571428571,0,0,0
"Rhondda Cynon Taf 011B ","W01001214 ",1.1547344111,2.1459227468,1.8382352941,1.1083743842,0.3937007874,0,4.4117647059,2.0202020202,0,1.4084507042,0,2.9850746269,0,1.9047619048,1.8348623853,0,1.0204081633,1.1235955056,1.2820512821,0,0,0,0
"Rhondda Cynon Taf 011C ","W01001215 ",2.7027027027,2.2346368715,3.7558685446,3.5384615385,0.4830917874,1.6666666667,3.5714285714,1.5873015873,11.7647058823529,6.6666666667,1.3888888889,1.6393442623,4.1095890411,1.2048192771,5.3333333333,0,3.5087719298,2.8985507246,0,0,0,0,3.5714285714
"Rhondda Cynon Taf 011D ","W01001216 ",5.1689860835,5.4744525547,6.25,5.527638191,3.3333333333,7.1428571429,4.9180327869,3.9603960396,9.67741935483871,11.475409836,3.4482758621,5.4945054945,6.9306930693,5.1020408163,4.5871559633,3.6363636364,4.5977011494,1.0101010101,8.5714285714,1.5151515152,1.9607843137,0,0
"Rhondda Cynon Taf 014A ","W01001200 ",4.4399596367,7.5144508671,9.0909090909,4.7913446677,0,4.5454545455,14.583333333,4.9382716049,14.8936170212766,5.1948051948,6.6666666667,4.4444444444,8.5714285714,0,6.25,2.4390243902,1.5384615385,0,0,0,0,0,0
"Rhondda Cynon Taf 014B ","W01001201 ",9.3004115226,15.254237288,15.14084507,9.2493297587,3.4334763948,9.0909090909,14.102564103,20.652173913,14.5833333333333,22.680412371,7.5949367089,15.151515152,6.5573770492,9.6774193548,9.6385542169,2.7027027027,0,1.4084507042,5.2631578947,4.6875,2.2727272727,0,0
"Rhondda Cynon Taf 014C ","W01001260 ",5.5912007333,11.210762332,11.328125,5.2785923754,0,5.2631578947,6.7567567568,21.917808219,12.1212121212121,9.8039215686,3.6144578313,7.9365079365,3.0303030303,7.2463768116,6.4516129032,4.1095890411,0,0,0,0,0,0,0
"Rhondda Cynon Taf 014D ","W01001285 ",3.003003003,4.1025641026,6.5306122449,3.7470725995,0,3.5087719298,1.6666666667,6.4102564103,16,7.2916666667,2.8169014085,1.2987012987,0,6.0606060606,4.347826087,2.1978021978,2.0833333333,0,0,0,0,0,0
"Rhondda Cynon Taf 014E ","W01001286 ",6.8762278978,11.49825784,11.388888889,7.1949947862,1.0676156584,6.0240963855,11.111111111,15.447154472,10.958904109589,15.625,8.8235294118,6.5789473684,3.1914893617,8.6538461538,7.0175438596,4.3010752688,3.6144578313,0,2.7397260274,1.6393442623,0,0,0
"Rhondda Cynon Taf 014F ","W01001287 ",5.5631868132,8.2677165354,8.6419753086,6.0669456067,0.8130081301,8.9552238806,8.1081081081,7.9646017699,10,15.887850467,7.2289156627,1.3513513514,4.4444444444,6.7961165049,5.5118110236,7,0,1.8348623853,1.1904761905,0,2.4390243902,0,0
"Rhondda Cynon Taf 014G ","W01001288 ",6.2322946176,10.317460317,9.7178683386,6.2632696391,1.376146789,9.3023255814,12.328767123,9.6774193548,7.46268656716418,17.355371901,4.4247787611,6.6666666667,8.0459770115,3.5714285714,4.5454545455,5.1020408163,3.1914893617,0.9803921569,1.3333333333,0,0,3.2258064516,5
"Rhondda Cynon Taf 016A ","W01001166 ",8,11.983471074,12.371134021,8.7008343266,0.9132420091,11.538461538,13.043478261,11.578947368,14.2857142857143,14.179104478,10.344827586,6.3492063492,5.7471264368,12.048192771,5.6818181818,7.9207920792,3.8461538462,4.347826087,2.5641025641,0,0,0,0
"Rhondda Cynon Taf 016B ","W01001167 ",4.9391069012,6.7692307692,7.6294277929,5.7757644394,0,2.1505376344,5.6603773585,11.111111111,14.2857142857143,11.290322581,2.9702970297,9.1954022989,2.5974025974,7.7777777778,7.2164948454,2.4390243902,0,1.8867924528,0,0,0,0,0
"Rhondda Cynon Taf 016C ","W01001247 ",4.8938679245,8.3591331269,8.064516129,5.2880075543,0,8.4905660377,9.375,7.4380165289,6.12244897959184,10.218978102,10.07751938,9.009009009,6.3829787234,2.962962963,3.9215686275,0,0,1.8348623853,0,0,0,0,0
"Rhondda Cynon Taf 016D ","W01001248 ",6.5324165029,9.0439276486,8.8495575221,7.2133637054,0.9036144578,10.256410256,9.3457943925,7.9754601227,7.69230769230769,18.974358974,8.275862069,13.768115942,2.2222222222,3.2679738562,3.2894736842,3.0612244898,1.9047619048,3.0534351145,1.1111111111,1.1494252874,1.6666666667,0,0
"Rhondda Cynon Taf 018A ","W01001217 ",6.15640599,10.984848485,10.738255034,5.829015544,0,14.130434783,7.7777777778,10.975609756,8.82352941176471,16.161616162,6.8181818182,4.8387096774,6.4935064935,3.8461538462,5.3191489362,1.25,2.7027027027,1.1627906977,0,0,0,0,0
"Rhondda Cynon Taf 018B ","W01001218 ",5.321219987,10.034602076,10.220994475,4.6556741028,2.2624434389,6.5217391304,12.820512821,10.924369748,10.958904109589,5.5555555556,6.5420560748,4.5454545455,2.4096385542,4.347826087,6.8965517241,2.8037383178,2.0202020202,0.9433962264,1.4705882353,0,0,0,14.814814815
